GalleryNumber,accessionNumber,accessionYear,additionalImages,artistAlphaSort,artistBeginDate,artistDisplayBio,artistDisplayName,artistEndDate,artistGender,artistNationality,artistPrefix,artistRole,artistSuffix,artistULAN_URL,artistWikidata_URL,city,classification,constituents,country,county,creditLine,culture,department,dimensions,dynasty,excavation,geographyType,isHighlight,isPublicDomain,isTimelineWork,linkResource,locale,locus,measurements,medium,metadataDate,objectBeginDate,objectDate,objectEndDate,objectID,objectName,objectURL,objectWikidata_URL,period,portfolio,primaryImage,primaryImageSmall,region,reign,repository,rightsAndReproduction,river,state,subregion,tags,title
544,16.32.299,1916,"[""https://images.metmuseum.org/CRDImages/es/original/DP241695.jpg""]","Castille, Nicolas",1503,active 1503–21,Nicolas Castille,1521,,,Craftsmen supervised by,Maker,,http://vocab.getty.edu/page/ulan/500074636,,,Woodwork,"[{""constituentID"": 47339, ""role"": ""Maker"", ""name"": ""Craftsmen supervised by Nicolas Castille"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500074636"", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Gift of J. Pierpont Morgan, 1916",,European Sculpture and Decorative Arts,Overall (confirmed): 35 1/4 x 8 1/4 x 7/8 in. (89.5 x 21 x 2.2 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": ""confirmed"", ""elementMeasurements"": {""Depth"": 2.2225044, ""Height"": 89.53518, ""Width"": 20.955042}}]",Carved oak,2025-01-31T04:54:36.6Z,1503,ca. 1508–10,1515,193241,Choir screen panel,https://www.metmuseum.org/art/collection/search/193241,https://www.wikidata.org/wiki/Q116311222,,,https://images.metmuseum.org/CRDImages/es/original/DP241410.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP241410.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Birds"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300266506"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q5113""}, {""term"": ""Men"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025928"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8441""}, {""term"": ""Male Nudes"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300189568"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q40446""}]",Choir screen panel (one of six)
544,16.32.301,1916,"[""https://images.metmuseum.org/CRDImages/es/original/DP241696.jpg""]","Castille, Nicolas",1503,active 1503–21,Nicolas Castille,1521,,,Craftsmen supervised by,Maker,,http://vocab.getty.edu/page/ulan/500074636,,,Woodwork,"[{""constituentID"": 47339, ""role"": ""Maker"", ""name"": ""Craftsmen supervised by Nicolas Castille"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500074636"", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Gift of J. Pierpont Morgan, 1916",,European Sculpture and Decorative Arts,Overall (confirmed): 35 x 8 1/8 x 7/8 in. (88.9 x 20.6 x 2.2 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": ""confirmed"", ""elementMeasurements"": {""Depth"": 2.2225044, ""Height"": 88.90018, ""Width"": 20.63754}}]",Carved oak,2025-01-31T04:54:36.6Z,1503,ca. 1508–10,1515,193243,Choir screen panel,https://www.metmuseum.org/art/collection/search/193243,https://www.wikidata.org/wiki/Q116311160,,,https://images.metmuseum.org/CRDImages/es/original/DP241408.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP241408.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Human Figures"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300404114"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q5937779""}, {""term"": ""Birds"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300266506"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q5113""}, {""term"": ""Horses"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300250148"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q726""}]",Choir screen panel (one of six)
500,16.32.78,1916,,di Neri Barili Antonio,1453,1453–1516,Antonio di Neri Barili,1516,,,,Maker,,http://vocab.getty.edu/page/ulan/500010990,https://www.wikidata.org/wiki/Q5565880,,Woodwork,"[{""constituentID"": 38963, ""role"": ""Maker"", ""name"": ""Antonio di Neri Barili"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500010990"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q5565880"", ""gender"": """"}]",,,"Gift of J. Pierpont Morgan, 1916",,European Sculpture and Decorative Arts,5 1/8 × 26 1/4 in. (13 × 66.7 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 13, ""Width"": 66.67513}}]",Walnut,2023-02-07T04:46:51.34Z,1478,ca. 1483–1502,1507,193215,Frieze,https://www.metmuseum.org/art/collection/search/193215,https://www.wikidata.org/wiki/Q116311344,,,https://images.metmuseum.org/CRDImages/es/original/ES5895.jpg,https://images.metmuseum.org/CRDImages/es/web-large/ES5895.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Mythical Creatures"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300375725"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q2239243""}]",Frieze
544,16.32.119,1916,,Master of the Life of Saint John the Baptist,1450,"French, active early 16th century",Master of the Life of Saint John the Baptist,1550,,French,,Artist,,,,,Glass-Stained,"[{""constituentID"": 175206, ""role"": ""Artist"", ""name"": ""Master of the Life of Saint John the Baptist"", ""constituentULAN_URL"": """", ""constituentWikidata_URL"": """", ""gender"": """"}, {""constituentID"": 38945, ""role"": ""Artist"", ""name"": ""Circle of Arnold of Nijmegen"", ""constituentULAN_URL"": """", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Gift of J. Pierpont Morgan, 1916",,European Sculpture and Decorative Arts,"Diameter: 13 1/4 in. (33.7 cm);
Frame: 28 7/8 × 19 3/4 in. (73.3 × 50.2 cm)",,,,False,True,False,,,,"[{""elementName"": ""Framed"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 73.34264, ""Width"": 50.1651}}, {""elementName"": ""Diameter"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 33.655067}}]","Colored, stained, and enameled glass",2023-02-07T04:46:51.34Z,1495,ca. 1500–1510,1515,193227,Roundel,https://www.metmuseum.org/art/collection/search/193227,https://www.wikidata.org/wiki/Q116311341,,,https://images.metmuseum.org/CRDImages/es/original/38938.jpg,https://images.metmuseum.org/CRDImages/es/web-large/38938.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Christ"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901000087"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q642420""}]",Head of Christ (one of a pair)
554,17.101.55,1917,,,,,,,,,,,,,,,Horology,,,,"Bequest of Laura Frances Hearn, 1917",,European Sculpture and Decorative Arts,2 1/8 x 1 1/8 in. (5.4 x 2.9 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 5.4, ""Width"": 2.9}}]","Case of gold, enamel, and jewels; jeweled movement, with cylinder escapement",2025-01-31T04:54:36.6Z,1845,ca. 1850–60,1865,193392,Watch,https://www.metmuseum.org/art/collection/search/193392,https://www.wikidata.org/wiki/Q116310615,,,https://images.metmuseum.org/CRDImages/es/original/DT4900.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DT4900.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Insects"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300310470"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q1390""}]",Watch in the form of a beetle
554,17.101.84,1917,"[""https://images.metmuseum.org/CRDImages/es/original/DP249572.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP253276.jpg""]",,,,,,,,,,,,,,Horology,,,,"Bequest of Laura Frances Hearn, 1917",,European Sculpture and Decorative Arts,2 5/8 x 1 1/4 in. (6.7 x 3.2 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 6.7, ""Width"": 3.2}}]","Case of gold, enamel, and pearls",2025-01-31T04:54:36.6Z,1835,ca. 1840–50,1855,193409,Watch,https://www.metmuseum.org/art/collection/search/193409,https://www.wikidata.org/wiki/Q116310575,,,https://images.metmuseum.org/CRDImages/es/original/DP249574.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP249574.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Butterflies"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300417320"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q11946202""}]",Watch in the form of a butterfly
544,16.32.300,1916,"[""https://images.metmuseum.org/CRDImages/es/original/DP241695.jpg""]","Castille, Nicolas",1503,active 1503–21,Nicolas Castille,1521,,,Craftsmen supervised by,Maker,,http://vocab.getty.edu/page/ulan/500074636,,,Woodwork,"[{""constituentID"": 47339, ""role"": ""Maker"", ""name"": ""Craftsmen supervised by Nicolas Castille"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500074636"", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Gift of J. Pierpont Morgan, 1916",,European Sculpture and Decorative Arts,Overall (confirmed): 35 1/4 x 8 3/16 x 7/8 in. (89.5 x 20.8 x 2.2 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": ""confirmed"", ""elementMeasurements"": {""Depth"": 2.2225044, ""Height"": 89.53518, ""Width"": 20.796291}}]",Carved oak,2025-01-31T04:54:36.6Z,1503,ca. 1508–10,1515,193242,Choir screen panel,https://www.metmuseum.org/art/collection/search/193242,https://www.wikidata.org/wiki/Q116311200,,,https://images.metmuseum.org/CRDImages/es/original/DP241409.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP241409.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Men"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025928"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8441""}, {""term"": ""Hunting"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300239666"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q36963""}, {""term"": ""Deer"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300250308"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q685795""}]",Choir screen panel (one of six)
554,17.101.7,1917,,,,,,,,,,,,,,,Horology,,,,"Bequest of Laura Frances Hearn, 1917",,European Sculpture and Decorative Arts,Height: 1/16 in. (0.2 cm); Diameter: 1 5/8 in. (4.1 cm),,,,False,True,False,,,,"[{""elementName"": ""Diameter"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 4.127508}}, {""elementName"": ""Height"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 0.15875031}}]","Case of gold and enamel, with radiating floral design; jeweled movement, with cylinder escapement",2023-02-07T04:46:51.34Z,1810,ca. 1815–20,1825,193359,Watch,https://www.metmuseum.org/art/collection/search/193359,https://www.wikidata.org/wiki/Q116310666,,,https://images.metmuseum.org/CRDImages/es/original/73453.jpg,https://images.metmuseum.org/CRDImages/es/web-large/73453.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Watch
544,16.32.118,1916,,Master of the Life of Saint John the Baptist,1450,"French, active early 16th century",Master of the Life of Saint John the Baptist,1550,,French,,Artist,,,,,Glass-Stained,"[{""constituentID"": 175206, ""role"": ""Artist"", ""name"": ""Master of the Life of Saint John the Baptist"", ""constituentULAN_URL"": """", ""constituentWikidata_URL"": """", ""gender"": """"}, {""constituentID"": 38945, ""role"": ""Artist"", ""name"": ""Circle of Arnold of Nijmegen"", ""constituentULAN_URL"": """", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Gift of J. Pierpont Morgan, 1916",,European Sculpture and Decorative Arts,"Diameter: 13 1/2 in. (34.3 cm);
Frame: 28 3/4 × 19 3/4 in. (73 × 50.2 cm)",,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": ""Frame"", ""elementMeasurements"": {""Height"": 73.02515, ""Width"": 50.1651}}, {""elementName"": ""Diameter"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 34.29007}}]","Colored, stained, and enemaled glass",2023-02-07T04:46:51.34Z,1495,ca. 1500–1510,1515,193226,Roundel,https://www.metmuseum.org/art/collection/search/193226,https://www.wikidata.org/wiki/Q116311342,,,https://images.metmuseum.org/CRDImages/es/original/38937.jpg,https://images.metmuseum.org/CRDImages/es/web-large/38937.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Saint John the Baptist"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901001056"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q40662""}]",Head of Saint John the Baptist (one of a pair)
544,16.32.302,1916,"[""https://images.metmuseum.org/CRDImages/es/original/DP241696.jpg""]","Castille, Nicolas",1503,active 1503–21,Nicolas Castille,1521,,,Craftsmen supervised by,Maker,,http://vocab.getty.edu/page/ulan/500074636,,,Woodwork,"[{""constituentID"": 47339, ""role"": ""Maker"", ""name"": ""Craftsmen supervised by Nicolas Castille"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500074636"", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Gift of J. Pierpont Morgan, 1916",,European Sculpture and Decorative Arts,Overall (confirmed): 34 7/8 x 8 1/4 x 7/8 in. (88.6 x 21 x 2.2 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": ""confirmed"", ""elementMeasurements"": {""Depth"": 2.2225044, ""Height"": 88.58268, ""Width"": 20.955042}}]",Carved oak,2025-01-31T04:54:36.6Z,1503,ca. 1508–10,1515,193244,Choir screen panel,https://www.metmuseum.org/art/collection/search/193244,https://www.wikidata.org/wiki/Q116311183,,,https://images.metmuseum.org/CRDImages/es/original/DP241407.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP241407.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Dragons"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300375726"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q7559""}, {""term"": ""Horses"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300250148"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q726""}]",Choir screen panel (one of six)
554,17.101.32,1917,"[""https://images.metmuseum.org/CRDImages/es/original/DP249573.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP249570.jpg""]",,,,,,,,,,,,,,Horology,,,,"Bequest of Laura Frances Hearn, 1917",,European Sculpture and Decorative Arts,Height: 1/16 in. (0.2 cm); Diameter: 1 5/8 in. (4.1 cm),,,,False,True,False,,,,"[{""elementName"": ""Diameter"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 4.127508}}, {""elementName"": ""Height"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 0.15875031}}]","Case of gold and enamel, with butterfly and rose design",2025-01-31T04:54:36.6Z,1815,ca. 1820–35,1840,193375,Watch,https://www.metmuseum.org/art/collection/search/193375,https://www.wikidata.org/wiki/Q116310642,,,https://images.metmuseum.org/CRDImages/es/original/73472.jpg,https://images.metmuseum.org/CRDImages/es/web-large/73472.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Butterflies"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300417320"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q11946202""}, {""term"": ""Roses"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300266246"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q102231""}, {""term"": ""Leaves"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300011892"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q33971""}]",Watch
551,15.43.286,1915,"[""https://images.metmuseum.org/CRDImages/es/original/ES375.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/259705.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/259706.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/259707.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/259708.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/ES376.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/ES374.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/ES377.jpg""]",Mayr Johannes I.,1629,1629–1687,Johannes I. Mayr,1687,,,,Maker,,,,,Metalwork-Silver,"[{""constituentID"": 38630, ""role"": ""Maker"", ""name"": ""Johannes I. Mayr"", ""constituentULAN_URL"": """", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Bequest of Mary Anna Palmer Draper, 1915",,European Sculpture and Decorative Arts,Height (without chains): 15 1/4 in. (38.7 cm),,,,False,True,False,,,,"[{""elementName"": ""Height"", ""elementDescription"": ""without chains"", ""elementMeasurements"": {""Height"": 38.735077}}]",Silver,2023-02-07T04:46:51.34Z,1670,1670–73,1673,193179,Sanctuary lamp,https://www.metmuseum.org/art/collection/search/193179,https://www.wikidata.org/wiki/Q116311381,,,https://images.metmuseum.org/CRDImages/es/original/ES373.jpg,https://images.metmuseum.org/CRDImages/es/web-large/ES373.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Angels"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300379004"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q235113""}, {""term"": ""Coat of Arms"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300126352"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q14659""}]",Sanctuary lamp
504,17.190.754,1917,,,,,,,,,,,,,,,Sculpture-Architectural,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,"Overall (wt. confirmed): 13 1/2 × 45 in., 114 lb. (34.3 × 114.3 cm, 51.7 kg)",,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": ""wt. confirmed"", ""elementMeasurements"": {""Height"": 34.29007, ""Weight"": 51.71006, ""Width"": 114.30023}}]",Marble,2023-02-07T04:46:51.34Z,1500,early 16th century,1515,193626,Frieze fragment,https://www.metmuseum.org/art/collection/search/193626,https://www.wikidata.org/wiki/Q116311510,,,https://images.metmuseum.org/CRDImages/es/original/39405.jpg,https://images.metmuseum.org/CRDImages/es/web-large/39405.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Faces"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300251798"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q37017""}, {""term"": ""Horses"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300250148"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q726""}]",Frieze fragment
500,17.190.598,1917,,,,,,,,,,,,,,,Glass-Painted,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,8 1/2 × 5 3/8 in. (21.6 × 13.7 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 21.6, ""Width"": 13.652527}}]","Verre églomisé, silver parcel gilt",2023-02-07T04:46:51.34Z,1500,16th century,1599,193576,Pax,https://www.metmuseum.org/art/collection/search/193576,https://www.wikidata.org/wiki/Q116310118,,,https://images.metmuseum.org/CRDImages/es/original/ES478.jpg,https://images.metmuseum.org/CRDImages/es/web-large/ES478.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Assumption of the Virgin"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901001007"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q162691""}, {""term"": ""God the Father"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901000593"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q186350""}]",Assumption of the Virgin
500,"17.190.860a, b",1917,"[""https://images.metmuseum.org/CRDImages/es/original/183185.jpg""]",,,,,,,,,,,,,,Metalwork-Gold and Platinum,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,Overall: 8 5/8 × 5 1/8 in. (21.9 × 13 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 21.9, ""Width"": 13.017526}}]","Gold, silver, partly enameled gold, gilt-silver frame",2025-01-31T04:54:36.6Z,1487,ca. 1492–1503,1508,193649,Pax,https://www.metmuseum.org/art/collection/search/193649,https://www.wikidata.org/wiki/Q116311501,,,https://images.metmuseum.org/CRDImages/es/original/DT299206.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DT299206.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Men"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025928"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8441""}, {""term"": ""Christ"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901000087"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q642420""}]",The Flagellation of Christ
500,17.190.965,1917,"[""https://images.metmuseum.org/CRDImages/es/original/DP156273.jpg""]",,,,,,,,,,,,,,Metalwork-Silver In Combination,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,Diameter: 1 1/8 in. (2.9 cm),,,,False,True,True,,,,"[{""elementName"": ""Diameter"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 2.8575058}}]","Silver, niello, and gilt silver",2025-01-31T04:54:36.6Z,1450,second half 15th century,1499,193706,Pendant,https://www.metmuseum.org/art/collection/search/193706,https://www.wikidata.org/wiki/Q116311455,,,https://images.metmuseum.org/CRDImages/es/original/DP156272.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP156272.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Men"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025928"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8441""}, {""term"": ""Women"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025943"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q467""}]",Pendant (one of a pair)
500,17.190.966,1917,"[""https://images.metmuseum.org/CRDImages/es/original/DP156274.jpg""]",,,,,,,,,,,,,,Metalwork-Silver In Combination,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,Diameter: 1 1/8 in. (2.9 cm),,,,False,True,False,,,,"[{""elementName"": ""Diameter"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 2.8575058}}]","Silver, niello, and gilt silver",2025-01-31T04:54:36.6Z,1450,second half 15th century,1499,193707,Pendant,https://www.metmuseum.org/art/collection/search/193707,https://www.wikidata.org/wiki/Q116311454,,,https://images.metmuseum.org/CRDImages/es/original/DP156275.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP156275.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Human Figures"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300404114"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q5937779""}, {""term"": ""Profiles"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300123319"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q4382010""}]",Pendant (one of a pair)
504,17.190.753,1917,,,,,,,,,,,,,,,Sculpture-Architectural,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,"Overall (wt. confirmed): 13 1/2 × 32 1/4 in., 71 lb. (34.3 × 81.9 cm, 32.2 kg)",,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": ""wt. confirmed"", ""elementMeasurements"": {""Height"": 34.29007, ""Weight"": 32.205387, ""Width"": 81.91516}}]",Marble,2023-02-07T04:46:51.34Z,1500,early 16th century,1515,193625,Frieze fragment,https://www.metmuseum.org/art/collection/search/193625,https://www.wikidata.org/wiki/Q116311509,,,https://images.metmuseum.org/CRDImages/es/original/39405.jpg,https://images.metmuseum.org/CRDImages/es/web-large/39405.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Horses"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300250148"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q726""}]",Frieze fragment
500,17.190.925,1917,,,,,,,,,,,,,,,Enamels,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,H. 2 5/8 x W. 2 1/8 in.  (6.7 x 5.4 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 6.7, ""Width"": 5.4}}]",Basse-taille enamel on gold,2023-02-07T04:46:51.34Z,1485,late 15th or early 16th century,1515,193704,Plaque,https://www.metmuseum.org/art/collection/search/193704,https://www.wikidata.org/wiki/Q116311458,,,https://images.metmuseum.org/CRDImages/es/original/38717.jpg,https://images.metmuseum.org/CRDImages/es/web-large/38717.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Portraits"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300015637"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q134307""}, {""term"": ""Saints"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300150555"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q43115""}]",A Martyred Saint
500,17.190.967,1917,"[""https://images.metmuseum.org/CRDImages/es/original/DP156277.jpg""]",,,,,,,,,,,,,,Metalwork-Silver In Combination,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,Diameter: 1 1/2 in. (3.8 cm),,,,False,True,False,,,,"[{""elementName"": ""Diameter"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 3.8100076}}]","Silver, niello, and gilt silver",2025-01-31T04:54:36.6Z,1450,second half 15th century,1499,193708,Pendant,https://www.metmuseum.org/art/collection/search/193708,https://www.wikidata.org/wiki/Q116311453,,,https://images.metmuseum.org/CRDImages/es/original/DP156276.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP156276.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Reliquaries"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300187549"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q722604""}]",Pendant (one of a pair)
