GalleryNumber,accessionNumber,accessionYear,additionalImages,artistAlphaSort,artistBeginDate,artistDisplayBio,artistDisplayName,artistEndDate,artistGender,artistNationality,artistPrefix,artistRole,artistSuffix,artistULAN_URL,artistWikidata_URL,city,classification,constituents,country,county,creditLine,culture,department,dimensions,dynasty,excavation,geographyType,isHighlight,isPublicDomain,isTimelineWork,linkResource,locale,locus,measurements,medium,metadataDate,objectBeginDate,objectDate,objectEndDate,objectID,objectName,objectURL,objectWikidata_URL,period,portfolio,primaryImage,primaryImageSmall,region,reign,repository,rightsAndReproduction,river,state,subregion,tags,title
545,17.190.1191,1917,"[""https://images.metmuseum.org/CRDImages/es/original/DP-25120-012.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-25120-011.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-25120-035.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-25120-039.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-25120-038.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-25120-040.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-25120-037.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-25120-036.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-25120-041.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/LC-17_190_1191-001.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/LC-17_190_1191-002.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/39772.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/ES4659.jpg""]",Coiny Mathieu,1723,"born 1723, master 1755, recorded 1788",Mathieu Coiny fils,1823,,,,Maker,,,,,Metalwork-Gold and Platinum,"[{""constituentID"": 34375, ""role"": ""Maker"", ""name"": ""Mathieu Coiny fils"", ""constituentULAN_URL"": """", ""constituentWikidata_URL"": """", ""gender"": """"}, {""constituentID"": 34099, ""role"": ""Purveyor"", ""name"": ""Jean-Baptiste Beckers"", ""constituentULAN_URL"": """", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,Overall: 2 3/4 × 2 1/8 in. (7 × 5.4 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 7, ""Width"": 5.4}}]","Gold, enamel, gem stones",2025-01-31T04:54:36.6Z,1759,1759–60,1760,193867,"Snuffbox, painting",https://www.metmuseum.org/art/collection/search/193867,https://www.wikidata.org/wiki/Q116397865,,,https://images.metmuseum.org/CRDImages/es/original/DP-25120-013.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP-25120-013.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Children"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025945"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q7569""}, {""term"": ""Men"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025928"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8441""}, {""term"": ""Women"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025943"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q467""}, {""term"": ""Dogs"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300265714"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q144""}]",Snuffbox
500,17.190.876,1917,,,,,,,,,,,,,,,Metalwork-Gold and Platinum,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,Height: 4 3/4 in. (12.1 cm),,,,False,True,False,,,,"[{""elementName"": ""Height"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 12.065024}}]",Partly enameled gold,2023-02-07T04:46:51.34Z,1475,last quarter 15th century,1499,193665,Figure,https://www.metmuseum.org/art/collection/search/193665,https://www.wikidata.org/wiki/Q116311487,,,https://images.metmuseum.org/CRDImages/es/original/39814.jpg,https://images.metmuseum.org/CRDImages/es/web-large/39814.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Angels"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300379004"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q235113""}]",Adoring angel
500,17.190.623,1917,,,,,,,,,,,,,,,Metalwork-Copper,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,Diameter: 9 3/4 in. (24.8 cm),,,,False,True,False,,,,"[{""elementName"": ""Diameter"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 24.765049}}]",Gilt copper and champlevé enamel,2023-02-07T04:46:51.34Z,1485,late 15th century,1499,193596,Paten,https://www.metmuseum.org/art/collection/search/193596,https://www.wikidata.org/wiki/Q116311531,,,https://images.metmuseum.org/CRDImages/es/original/38572.jpg,https://images.metmuseum.org/CRDImages/es/web-large/38572.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Paten
500,17.190.874,1917,,,,,,,,,,,,,,,Metalwork-Gold and Platinum,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,4 5/8in. (11.7cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 11.7}}]",Partly enameled gold,2023-02-07T04:46:51.34Z,1475,last quarter 15th century,1499,193663,Figure,https://www.metmuseum.org/art/collection/search/193663,https://www.wikidata.org/wiki/Q116311493,,,https://images.metmuseum.org/CRDImages/es/original/39811.jpg,https://images.metmuseum.org/CRDImages/es/web-large/39811.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Angels"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300379004"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q235113""}]",Adoring angel
500,17.190.875,1917,,,,,,,,,,,,,,,Metalwork-Gold and Platinum,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,4 3/4in. (12.1cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 12.1}}]",Partly enameled gold,2023-02-07T04:46:51.34Z,1475,last quarter 15th century,1499,193664,Figure,https://www.metmuseum.org/art/collection/search/193664,https://www.wikidata.org/wiki/Q116311490,,,https://images.metmuseum.org/CRDImages/es/original/ES4653.jpg,https://images.metmuseum.org/CRDImages/es/web-large/ES4653.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Angels"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300379004"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q235113""}]",Adoring angel
500,17.190.917,1917,,,,,,,,,,,,,,,Enamels,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,H. 5 3/8 in. (13.7 cm.); W. 4 in. (10.2 cm.),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 13.7, ""Width"": 10.2}}]","Basse-taille and painted enamel on silver; gilt-silver frame mounted with silver and partly enameled gold, and set with emeralds and pearls",2023-02-07T04:46:51.34Z,1485,late 15th century,1499,193700,Pax,https://www.metmuseum.org/art/collection/search/193700,https://www.wikidata.org/wiki/Q116311460,,,https://images.metmuseum.org/CRDImages/es/original/ES6665.jpg,https://images.metmuseum.org/CRDImages/es/web-large/ES6665.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Adoration of the Shepherds"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901000229"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q1029715""}]",Adoration of the Shepherds
545,17.190.1199,1917,"[""https://images.metmuseum.org/CRDImages/es/original/39687.jpg""]",DUBOS JEAN-CHARLES-SIMPHORIEN,1719,"born 1719, master 1748, retired by 1766, recorded 1781",Jean-Charles-Simphorien Dubos,1819,,,Possibly by,Maker,,,,,Metalwork-Gold and Platinum,"[{""constituentID"": 34090, ""role"": ""Maker"", ""name"": ""Possibly by Jean-Charles-Simphorien Dubos"", ""constituentULAN_URL"": """", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,Overall: 2 13/16 × 2 3/16 in. (7.1 × 5.6 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 7.1, ""Width"": 5.6}}]","Gold, enamel",2025-01-31T04:54:36.6Z,1759,1759–60,1760,193874,"Snuffbox, painting",https://www.metmuseum.org/art/collection/search/193874,https://www.wikidata.org/wiki/Q116240809,,,https://images.metmuseum.org/CRDImages/es/original/LC-17_190_1199-001.jpg,https://images.metmuseum.org/CRDImages/es/web-large/LC-17_190_1199-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Girls"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300247581"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q3031""}]",Snuffbox
545,17.190.1198,1917,"[""https://images.metmuseum.org/CRDImages/es/original/LC-17_190_1198-002.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/39684.jpg""]","Robert, Paul",1720,"French, 1720–1779, master 1747",Paul Robert,1779,,French,,Maker,,,,,Metalwork-Gold and Platinum,"[{""constituentID"": 34472, ""role"": ""Maker"", ""name"": ""Paul Robert"", ""constituentULAN_URL"": """", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,Overall: 3 3/16 × 2 9/16 in. (8.1 × 6.5 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 8.1, ""Width"": 6.5}}]","Gold, enamel",2025-01-31T04:54:36.6Z,1758,1758–59,1759,193873,"Snuffbox, painting",https://www.metmuseum.org/art/collection/search/193873,https://www.wikidata.org/wiki/Q116240808,,,https://images.metmuseum.org/CRDImages/es/original/LC-17_190_1198-001.jpg,https://images.metmuseum.org/CRDImages/es/web-large/LC-17_190_1198-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Men"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025928"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8441""}, {""term"": ""Women"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025943"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q467""}, {""term"": ""Flutes"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300042513"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q11405""}]",Snuffbox
500,17.190.873,1917,,,,,,,,,,,,,,,Metalwork-Gold and Platinum,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,Height: 4 5/8 in. (11.7 cm),,,,False,True,False,,,,"[{""elementName"": ""Height"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 11.747523}}]",Partly enameled gold,2023-02-07T04:46:51.34Z,1475,last quarter 15th century,1499,193662,Figure,https://www.metmuseum.org/art/collection/search/193662,https://www.wikidata.org/wiki/Q116311488,,,https://images.metmuseum.org/CRDImages/es/original/39812.jpg,https://images.metmuseum.org/CRDImages/es/web-large/39812.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Angels"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300379004"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q235113""}]",Adoring angel
545,17.190.1138,1917,"[""https://images.metmuseum.org/CRDImages/es/original/ES5834.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/258497.jpg""]","Blerzy, Joseph Etienne",1750,"French, active 1750–1806",Joseph Etienne Blerzy,1806,,French,,Maker,,http://vocab.getty.edu/page/ulan/500524496,https://www.wikidata.org/wiki/Q22661422,,Metalwork-Gold and Platinum,"[{""constituentID"": 165560, ""role"": ""Maker"", ""name"": ""Joseph Etienne Blerzy"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500524496"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q22661422"", ""gender"": """"}, {""constituentID"": 163874, ""role"": ""Artist"", ""name"": ""Miniature attributed to François Dumont"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500061806"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q1451015"", ""gender"": """"}]",,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,"Box: 3 1/4 × 2 7/16 in. (8.3 × 6.2 cm); Miniature, sight: 1 5/8 × 1 5/16 in. (4.1 × 3.3 cm)",,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": ""Box"", ""elementMeasurements"": {""Height"": 8.3, ""Width"": 6.2}}, {""elementName"": ""Overall"", ""elementDescription"": ""Miniature, sight"", ""elementMeasurements"": {""Height"": 4.127508, ""Width"": 3.3337567}}]","Gold, enamel, ivory, glass",2025-01-31T04:54:36.6Z,1773,"1773–74, miniature ca. 1778–80",1780,193822,"Snuffbox, painting",https://www.metmuseum.org/art/collection/search/193822,https://www.wikidata.org/wiki/Q116240811,,,https://images.metmuseum.org/CRDImages/es/original/LC-17_190_1138.jpg,https://images.metmuseum.org/CRDImages/es/web-large/LC-17_190_1138.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Portraits"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300015637"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q134307""}, {""term"": ""Women"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025943"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q467""}]",Snuffbox with portrait of a woman
500,17.190.926–.961,1917,"[""https://images.metmuseum.org/CRDImages/es/original/38712.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/38713.jpg""]",,,,,,,,,,,,,,Enamels,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,"Each, 1 1/2 in.  (3.8 cm)",,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 3.8}}]",Silver gilt and basse-taille enamel on silver,2023-02-07T04:46:51.34Z,1450,second half 15th century,1499,193705,Medallions,https://www.metmuseum.org/art/collection/search/193705,https://www.wikidata.org/wiki/Q116311457,,,https://images.metmuseum.org/CRDImages/es/original/38711.jpg,https://images.metmuseum.org/CRDImages/es/web-large/38711.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Profiles"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300123319"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q4382010""}]",36 Medallions
500,17.190.980,1917,,,,,,,,,,,,,,,Metalwork-Silver In Combination,,,,"Gift of J. Pierpont Morgan, 1917",,European Sculpture and Decorative Arts,Overall: 3 3/8 × 1 3/4 in. (8.6 × 4.4 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 8.6, ""Width"": 4.4}}]","Silver, gilt silver, and niello",2023-02-07T04:46:51.34Z,1450,second half 15th century,1499,193710,Plaque,https://www.metmuseum.org/art/collection/search/193710,https://www.wikidata.org/wiki/Q116311449,,,https://images.metmuseum.org/CRDImages/es/original/38749.jpg,https://images.metmuseum.org/CRDImages/es/web-large/38749.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Virgin Mary"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901000032"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q345""}, {""term"": ""Jesus"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901000087"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q302""}, {""term"": ""Nativity"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901000124"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q51628""}]",The Nativity
505,08.181.28,1908,,,,,,,,,,,,,,,Woodwork-Furniture,,,,"Rogers Fund, 1908",,European Sculpture and Decorative Arts,H. 10 x W. 15 in.  (25.4 x 38.1 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 25.4, ""Width"": 38.1}}]","Wood, painted",2023-02-07T04:46:51.34Z,1600,17th century,1699,190817,Box,https://www.metmuseum.org/art/collection/search/190817,https://www.wikidata.org/wiki/Q116311412,,,https://images.metmuseum.org/CRDImages/es/original/4545.jpg,https://images.metmuseum.org/CRDImages/es/web-large/4545.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Flowers"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300132399"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q506""}, {""term"": ""Coat of Arms"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300126352"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q14659""}]",Box with the arms of the von Muelinen and von Effinger families of Bern
535,09.158.1,1909,,,,,,,,,,,,,,,Natural Substances-Leatherwork,,,,"Rogers Fund, 1909",,European Sculpture and Decorative Arts,Overall: 7 1/8 x 10 x 17in. (18.1 x 25.4 x 43.2cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Depth"": 43.2, ""Height"": 18.1, ""Width"": 25.4}}]","Leather applied to wood, wrought iron",2023-02-07T04:46:51.34Z,1600,17th century,1699,191179,Trunk,https://www.metmuseum.org/art/collection/search/191179,https://www.wikidata.org/wiki/Q116397582,,,https://images.metmuseum.org/CRDImages/es/original/6655.jpg,https://images.metmuseum.org/CRDImages/es/web-large/6655.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Trunk
536,10.110.2,1910,"[""https://images.metmuseum.org/CRDImages/es/original/ES5721.jpg""]",,,,,,,,,,,,,,Metalwork-Gold and Platinum,,,,"Rogers Fund, 1910",,European Sculpture and Decorative Arts,"Overall (ring setting): 1 x 1 1/16 in. (2.6 x 2.7 cm);
Visible cameo (confirmed): 11 x 9.6 mm",,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 2.6, ""Width"": 2.7}}, {""elementName"": ""Overall"", ""elementDescription"": ""confirmed"", ""elementMeasurements"": {""Height"": 1.1, ""Width"": 0.96}}]","Turquoise, enamel, gold",2025-01-31T04:54:36.6Z,1530,ring: mid-16th century; cameo: early Hellenistic 4th century BCE,1565,191486,Cameo ring,https://www.metmuseum.org/art/collection/search/191486,https://www.wikidata.org/wiki/Q116311528,,,https://images.metmuseum.org/CRDImages/es/original/DP150917.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP150917.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Alexander The Great"", ""AAT_URL"": ""http://vocab.getty.edu/page/ulan/500280655"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8409""}, {""term"": ""Profiles"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300123319"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q4382010""}]",Alexander the Great (?)
512,"10.101.1a, b",1910,,"Flaxman, John",1755,"British, York 1755–1826 London",John Flaxman,1826,,British,,Designer,,http://vocab.getty.edu/page/ulan/500115449,https://www.wikidata.org/wiki/Q366066,,Ceramics-Pottery,"[{""constituentID"": 166108, ""role"": ""Designer"", ""name"": ""John Flaxman"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500115449"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q366066"", ""gender"": """"}, {""constituentID"": 162701, ""role"": ""Factory"", ""name"": ""Josiah Wedgwood and Sons"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500269607"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q595544"", ""gender"": """"}]",,,"Rogers Fund, 1910",,European Sculpture and Decorative Arts,"Height (wt. confirmed): 17 7/8 in., 14 lb. (45.4 cm, 6.4 kg)",,,,False,False,False,,,,"[{""elementName"": ""Height"", ""elementDescription"": ""wt. confirmed"", ""elementMeasurements"": {""Height"": 45.40259, ""Weight"": 6.3503585}}]",Jasperware,2025-01-31T04:54:36.6Z,1777,ca. 1782–90,1795,191478,Vase with cover,https://www.metmuseum.org/art/collection/search/191478,https://www.wikidata.org/wiki/Q116397613,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Men"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025928"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8441""}, {""term"": ""Pegasus"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901000756"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q162797""}]",Vase with cover
554,08.230.9,1908,,"Gayrard, Raymond",1777,"French, Rodez 1777–1858 Paris",Raymond Gayrard,1858,,French,Medalist:,Artist,,http://vocab.getty.edu/page/ulan/500052937,https://www.wikidata.org/wiki/Q15969951,,Medals and Plaquettes,"[{""constituentID"": 161925, ""role"": ""Artist"", ""name"": ""Medalist: Raymond Gayrard"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500052937"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q15969951"", ""gender"": """"}, {""constituentID"": 33749, ""role"": ""Designer"", ""name"": ""Design of equestrian monument by Baron François Joseph Bosio"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500007321"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q659429"", ""gender"": """"}]",,,"Gift of Mr. and Mrs. Frederick S. Wait, 1908",,European Sculpture and Decorative Arts,Diameter: 2 in. (5.1 cm),,,,False,True,False,,,,"[{""elementName"": ""Diameter"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 5.08001}}]",Bronze,2025-01-31T04:54:36.6Z,1822,1822,1822,191067,Medal,https://www.metmuseum.org/art/collection/search/191067,https://www.wikidata.org/wiki/Q116310549,,,https://images.metmuseum.org/CRDImages/es/original/SF08_230_9.jpg,https://images.metmuseum.org/CRDImages/es/web-large/SF08_230_9.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Louis XIV"", ""AAT_URL"": ""http://vocab.getty.edu/page/ulan/500122256"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q7742""}, {""term"": ""Horses"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300250148"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q726""}]",Medal Commemorating the Replacement of the Statue of Louis XIV in the Place des Victoires
